"subjno"	"study"	"status"	"beep"	"pa"	"na"
1253	10	0	13	3.667	1.333
1253	10	0	14	5.667	1
1253	10	0	15	4.333	1
1253	10	0	16	NA	NA
1253	10	0	17	3	1
1253	10	0	18	3.333	1
1253	10	0	19	1	1
1253	10	0	20	1	1
1253	10	0	21	NA	NA
1253	10	0	22	NA	NA
1253	10	0	23	NA	NA
1253	10	0	24	1.667	1
1253	10	0	25	3	1
1253	10	0	26	2	1
1253	10	0	27	3.333	1
1253	10	0	28	4.333	1
1253	10	0	29	3	1
1253	10	0	30	3.333	1
1253	10	0	31	2.667	1
1253	10	0	32	4.333	1
1253	10	0	33	NA	NA
1253	10	0	34	5	1
1253	10	0	35	5	1
1253	10	0	36	5.333	1
1253	10	0	37	4.333	1
1253	10	0	38	3.667	1
1253	10	0	39	5.667	1
1253	10	0	40	5.333	1
1253	10	0	41	NA	NA
1253	10	0	42	5	1
1253	10	0	43	5	1
1253	10	0	44	3.667	1
1253	10	0	45	5	1
1253	10	0	46	4	1
1253	10	0	47	5	1
1253	10	0	48	4	1
1253	10	0	49	6	1
1253	10	0	50	5	1
1254	10	0	1	4.333	1
1254	10	0	2	NA	NA
1254	10	0	3	5	1.333
1254	10	0	4	4	1.333
1254	10	0	5	3.667	2
1254	10	0	6	5.667	1.167
1254	10	0	7	5	1.5
1254	10	0	8	5.667	1
1254	10	0	9	NA	NA
1254	10	0	10	6	1
1254	10	0	11	4.333	1
1254	10	0	12	NA	NA
1254	10	0	13	NA	NA
1254	10	0	14	4.667	1
1254	10	0	15	5	1
1254	10	0	16	5	1.5
1254	10	0	17	4.667	1
1254	10	0	18	6.333	1
1254	10	0	19	5	1
1254	10	0	20	4.667	NA
1254	10	0	21	NA	NA
1254	10	0	22	NA	NA
1254	10	0	23	NA	NA
1254	10	0	24	4	1.5
1254	10	0	25	3	1
1254	10	0	26	3.667	2
1254	10	0	27	5.667	1
1254	10	0	28	4.333	1.167
1254	10	0	29	5.333	1
1254	10	0	30	NA	NA
1254	10	0	31	NA	NA
1254	10	0	32	NA	NA
1254	10	0	33	4.333	1
1254	10	0	34	5	1
1254	10	0	35	5.667	1
1254	10	0	36	4	1.333
1254	10	0	37	NA	NA
1254	10	0	38	5	1
1254	10	0	39	5.667	1
1254	10	0	40	NA	NA
1254	10	0	41	NA	NA
1254	10	0	42	NA	NA
1254	10	0	43	3	1
1254	10	0	44	3	1
1254	10	0	45	5	1
1254	10	0	46	NA	NA
1254	10	0	47	NA	NA
1254	10	0	48	NA	NA
1254	10	0	49	NA	NA
1254	10	0	50	NA	NA
1254	10	0	1	NA	NA
1254	10	0	2	6	1
1254	10	0	3	5.333	1.667
1254	10	0	4	6	1.833
1254	10	0	5	6	1.667
1254	10	0	6	6	NA
1254	10	0	7	6	1.167
1254	10	0	8	NA	NA
1254	10	0	9	3	2.167
1254	10	0	10	NA	NA
1255	10	0	11	5	1
1255	10	0	12	NA	NA
1255	10	0	13	5.333	1
1255	10	0	14	6	1
1255	10	0	15	6	1
1255	10	0	16	NA	NA
1255	10	0	17	NA	NA
1255	10	0	18	6	1
1255	10	0	19	6	1
1255	10	0	20	6.333	1
1255	10	0	21	4.667	1
1255	10	0	22	NA	NA
1255	10	0	23	NA	NA
1255	10	0	24	NA	NA
1255	10	0	25	NA	NA
1255	10	0	26	NA	NA
1255	10	0	27	4.667	1.167
1255	10	0	28	6	1
1255	10	0	29	5.333	1
1255	10	0	30	5.667	1
1255	10	0	31	NA	NA
1255	10	0	32	5	1
1255	10	0	33	NA	NA
1255	10	0	34	5	1
1255	10	0	35	5	1
1255	10	0	36	5.667	1
1255	10	0	37	5.333	1
1255	10	0	38	NA	NA
1255	10	0	39	5.667	1
1255	10	0	40	6	1
1255	10	0	41	5.667	1
1255	10	0	42	NA	NA
1255	10	0	43	NA	NA
1255	10	0	44	5.667	1
1255	10	0	45	5.667	1
1255	10	0	46	6	1
1255	10	0	47	6	1
1255	10	0	48	NA	NA
1255	10	0	49	6	1
1255	10	0	50	NA	NA
1255	10	0	1	5.333	1.5
1255	10	0	2	5	1.5
1255	10	0	3	NA	NA
1255	10	0	4	5.667	1.5
1255	10	0	5	1	3.333
1255	10	0	6	1	4.667
1255	10	0	7	2	3.833
1255	10	0	8	1.667	4.667
1255	10	0	9	1.667	2.667
1255	10	0	10	3.667	2.667
1255	10	0	11	NA	NA
1255	10	0	12	4.333	2.167
1255	10	0	13	4.667	2.833
1255	10	0	14	5.667	2.667
1255	10	0	15	5	2.167
1255	10	0	16	5.333	2.167
1255	10	0	17	NA	NA
1255	10	0	18	NA	NA
1255	10	0	19	NA	NA
1255	10	0	20	NA	NA
1256	10	0	21	6.333	1.5
1256	10	0	22	6	1.833
1256	10	0	23	6.667	1.667
1256	10	0	24	NA	NA
1256	10	0	25	6	1.333
1256	10	0	26	6	1.5
1256	10	0	27	6	1.667
1256	10	0	28	6.667	1.833
1256	10	0	29	6.333	1.667
1256	10	0	30	6.667	1.833
1256	10	0	31	6.667	1.5
1256	10	0	32	7	1.667
1256	10	0	33	6.667	1.667
1256	10	0	34	7	1.167
1256	10	0	35	6.667	1.333
1256	10	0	36	7	1.333
1256	10	0	37	6.667	1.333
1256	10	0	38	NA	NA
1256	10	0	39	7	1.167
1256	10	0	40	6.667	1
1256	10	0	41	NA	NA
1256	10	0	42	6.333	1.5
1256	10	0	43	6.667	1.333
1256	10	0	44	6.667	1.333
1256	10	0	45	6.667	1.333
1256	10	0	46	6.333	1.333
1256	10	0	47	7	1.333
1256	10	0	48	7	1.333
1256	10	0	49	NA	NA
1256	10	0	50	NA	NA
1256	10	0	1	5.333	1
1256	10	0	2	5.667	1.5
1256	10	0	3	5.333	1.333
1256	10	0	4	6.667	1
1256	10	0	5	6	1
1256	10	0	6	6	1
1256	10	0	7	6.333	1
1256	10	0	8	6.333	1
1256	10	0	9	5.667	1
1256	10	0	10	6	1
1256	10	0	11	NA	NA
1256	10	0	12	5.333	1
1256	10	0	13	NA	NA
1256	10	0	14	5	1
1256	10	0	15	NA	NA
1256	10	0	16	NA	NA
1256	10	0	17	NA	NA
1256	10	0	18	4.667	1.333
1256	10	0	19	3.667	2.167
1256	10	0	20	4	1.333
1256	10	0	21	5	1.5
1256	10	0	22	5	1.5
1256	10	0	23	NA	NA
1256	10	0	24	4.667	1.167
1256	10	0	25	NA	NA
1256	10	0	26	NA	NA
1256	10	0	27	5	1.833
1256	10	0	28	5	1
1256	10	0	29	5.667	1
1256	10	0	30	NA	NA
1257	10	0	31	5.667	1
1257	10	0	32	6	1
1257	10	0	33	6.667	1
1257	10	0	34	5.333	1.333
1257	10	0	35	NA	NA
1257	10	0	36	NA	NA
1257	10	0	37	6.333	1.167
1257	10	0	38	5	1
1257	10	0	39	NA	NA
1257	10	0	40	NA	NA
1257	10	0	41	5.667	1
1257	10	0	42	5.667	1
1257	10	0	43	5.333	1
1257	10	0	44	5	1
1257	10	0	45	NA	NA
1257	10	0	46	6.667	1
1257	10	0	47	7	1
1257	10	0	48	6	1
1257	10	0	49	6	1.333
1257	10	0	50	7	1
1257	10	0	1	6.333	1.167
1257	10	0	2	7	1
1257	10	0	3	2	1.5
1257	10	0	4	5.333	1
1257	10	0	5	4.333	1
1257	10	0	6	4.333	1
1257	10	0	7	5.667	1
1257	10	0	8	6.333	1
1257	10	0	9	3	1
1257	10	0	10	3.667	1
1257	10	0	11	4.333	1
1257	10	0	12	6	1
1257	10	0	13	4.667	1
1257	10	0	14	4.667	1
1257	10	0	15	5	1
1257	10	0	16	NA	NA
1257	10	0	17	NA	NA
1257	10	0	18	4	1
1257	10	0	19	4	1.167
1257	10	0	20	3.333	1
1257	10	0	21	4	1
1257	10	0	22	4	1
1257	10	0	23	NA	NA
1257	10	0	24	5	1
1257	10	0	25	5.333	1
1257	10	0	26	4.667	1
1257	10	0	27	4.667	1
1257	10	0	28	6.333	1
1257	10	0	29	6	1
1257	10	0	30	NA	NA
1257	10	0	31	NA	NA
1257	10	0	32	NA	NA
1257	10	0	33	NA	NA
1257	10	0	34	NA	NA
1257	10	0	35	NA	NA
1257	10	0	36	NA	NA
1257	10	0	37	NA	NA
1257	10	0	38	NA	NA
1257	10	0	39	NA	NA
1257	10	0	40	NA	NA
1258	10	0	41	5	1
1258	10	0	42	NA	NA
1258	10	0	43	NA	NA
1258	10	0	44	NA	NA
1258	10	0	45	NA	NA
1258	10	0	46	NA	NA
1258	10	0	47	NA	NA
1258	10	0	48	NA	NA
1258	10	0	49	NA	NA
1258	10	0	50	NA	NA
1258	10	0	1	NA	NA
1258	10	0	2	2.333	1.667
1258	10	0	3	1	1
1258	10	0	4	1	1.333
1258	10	0	5	1	1.5
1258	10	0	6	1	1.333
1258	10	0	7	NA	NA
1258	10	0	8	1	1.5
1258	10	0	9	2.333	1
1258	10	0	10	NA	NA
1258	10	0	11	2.333	1
1258	10	0	12	3	1
1258	10	0	13	NA	NA
1258	10	0	14	3	1
1258	10	0	15	2	1
1258	10	0	16	2.333	1
1258	10	0	17	5	1
1258	10	0	18	7	1
1258	10	0	19	6.333	1
1258	10	0	20	NA	NA
1258	10	0	21	NA	NA
1258	10	0	22	NA	NA
1258	10	0	23	NA	NA
1258	10	0	24	NA	NA
1258	10	0	25	NA	NA
1258	10	0	26	NA	NA
