"subjno"	"study"	"status"	"beep"	"pa"	"na"
369	6	2	45	5	1.667
369	6	2	46	5	1.5
369	6	2	47	4.333	1.5
369	6	2	48	4.333	1.667
369	6	2	49	5	1.667
369	6	2	50	5	1.5
370	6	2	51	NA	NA
370	6	2	52	NA	NA
370	6	2	53	4	1.667
370	6	2	54	4	2
370	6	2	55	3.667	2.333
370	6	2	56	5	1.833
370	6	2	57	3.667	2.167
370	6	2	58	NA	NA
370	6	2	59	4.667	1.667
370	6	2	60	5	1.667
370	6	2	1	NA	NA
370	6	2	2	5.333	1
370	6	2	3	4.333	1
370	6	2	4	5.667	1
370	6	2	5	5	1
370	6	2	6	4.333	1
370	6	2	7	5.333	1
370	6	2	8	5.333	1
370	6	2	9	NA	NA
370	6	2	10	5	1
370	6	2	11	NA	NA
370	6	2	12	NA	NA
370	6	2	13	5.667	1
370	6	2	14	5	1
370	6	2	15	5.333	1
370	6	2	16	5.333	1.667
370	6	2	17	6.333	1.833
370	6	2	18	5.333	1
370	6	2	19	NA	NA
370	6	2	20	5	1.667
370	6	2	21	NA	NA
370	6	2	22	6	1
370	6	2	23	5	1
370	6	2	24	4.667	1
370	6	2	25	NA	NA
370	6	2	26	4.667	1
370	6	2	27	4.667	1
370	6	2	28	4.333	1
370	6	2	29	4.333	1.333
370	6	2	30	5	1
370	6	2	31	NA	NA
370	6	2	32	4.667	1
370	6	2	33	4.667	1
370	6	2	34	NA	NA
370	6	2	35	NA	NA
370	6	2	36	4.667	1
370	6	2	37	NA	NA
370	6	2	38	NA	NA
370	6	2	39	3.667	1
370	6	2	40	5.333	1
371	6	2	41	NA	NA
371	6	2	42	NA	NA
371	6	2	43	5.333	1
371	6	2	44	5	1
371	6	2	45	5	1
371	6	2	46	5.333	1
371	6	2	47	5	1
371	6	2	48	5.333	1
371	6	2	49	5	1
371	6	2	50	5	1
371	6	2	51	NA	NA
371	6	2	52	5	1
371	6	2	53	5	1
371	6	2	54	5	1
371	6	2	55	5.333	1
371	6	2	56	6	1
371	6	2	57	5.667	1
371	6	2	58	5.667	1
371	6	2	59	5.333	1
371	6	2	60	5.333	1
371	6	2	1	NA	NA
371	6	2	2	NA	NA
371	6	2	3	3	2.5
371	6	2	4	2.667	2.833
371	6	2	5	3.667	1.667
371	6	2	6	4.667	1.833
371	6	2	7	NA	NA
371	6	2	8	5.667	1.833
371	6	2	9	4	NA
371	6	2	10	3.667	2.833
371	6	2	11	3.667	1.667
371	6	2	12	NA	NA
371	6	2	13	NA	NA
371	6	2	14	2.667	1.667
371	6	2	15	NA	NA
371	6	2	16	NA	NA
371	6	2	17	5	2.833
371	6	2	18	4.667	1.667
371	6	2	19	4.333	2.167
371	6	2	20	4.333	2.667
371	6	2	21	3.667	2
371	6	2	22	4	2.833
371	6	2	23	4	2.333
371	6	2	24	3.333	NA
371	6	2	25	5	2.167
371	6	2	26	2.333	2.667
371	6	2	27	2.667	2.5
371	6	2	28	3.667	2
371	6	2	29	3	2
371	6	2	30	NA	NA
372	6	2	31	NA	NA
372	6	2	32	4.333	3.167
372	6	2	33	NA	NA
372	6	2	34	NA	NA
372	6	2	35	NA	NA
372	6	2	36	3	2.5
372	6	2	37	4.333	2.333
372	6	2	38	4.333	1.667
372	6	2	39	3.667	2.667
372	6	2	40	2.333	2
372	6	2	41	2	2
372	6	2	42	3.667	2.667
372	6	2	43	NA	NA
372	6	2	44	NA	NA
372	6	2	45	3.667	2.167
372	6	2	46	NA	NA
372	6	2	47	NA	NA
372	6	2	48	3.333	3
372	6	2	49	4	2.333
372	6	2	50	2.667	2.5
372	6	2	51	3	2.5
372	6	2	52	4.333	2.333
372	6	2	53	3	2.5
372	6	2	54	3.667	2.333
372	6	2	55	3	2.5
372	6	2	56	NA	NA
372	6	2	57	2.667	2.333
372	6	2	58	3	2.5
372	6	2	59	3	2.167
372	6	2	60	NA	NA
372	6	2	1	4	3.167
372	6	2	2	1.667	4
372	6	2	3	1.667	3.667
372	6	2	4	1.333	4
372	6	2	5	5.333	1.667
372	6	2	6	3	4.167
372	6	2	7	NA	NA
372	6	2	8	3.333	2.833
372	6	2	9	2	3.333
372	6	2	10	NA	NA
372	6	2	11	2.667	3.167
372	6	2	12	1	3.333
372	6	2	13	2	4
372	6	2	14	2.333	2.333
372	6	2	15	2.333	3.333
372	6	2	16	3.333	4.5
372	6	2	17	2	4.5
372	6	2	18	4.333	2.667
372	6	2	19	4.667	2.667
372	6	2	20	3.333	2.833
373	6	2	21	4.333	3
373	6	2	22	4.667	2.5
373	6	2	23	4.667	1.833
373	6	2	24	1.667	3.167
373	6	2	25	3.667	3.167
373	6	2	26	5	3.333
373	6	2	27	3	4.167
373	6	2	28	5	2.667
373	6	2	29	NA	NA
373	6	2	30	2.667	4.333
373	6	2	31	3.667	2.667
373	6	2	32	3.667	2.333
373	6	2	33	4.667	3.833
373	6	2	34	2	2.833
373	6	2	35	4.667	2.333
373	6	2	36	4.333	3.167
373	6	2	37	5	3.167
373	6	2	38	3.333	3.167
373	6	2	39	2.333	3.5
373	6	2	40	NA	NA
373	6	2	41	3	3
373	6	2	42	4.333	2.833
373	6	2	43	3	3.5
373	6	2	44	2.333	4
373	6	2	45	4.667	3.167
373	6	2	46	1.667	3.333
373	6	2	47	1.667	3.5
373	6	2	48	4.667	1.833
373	6	2	49	4.333	3.5
373	6	2	50	5.333	3.333
373	6	2	51	3.667	4.167
373	6	2	52	4.333	2
373	6	2	53	1	3.667
373	6	2	54	4.333	2.833
373	6	2	55	1.333	4
373	6	2	56	5.667	3.167
373	6	2	57	NA	NA
373	6	2	58	3.333	4
373	6	2	59	NA	NA
373	6	2	60	1.667	3.5
373	6	2	1	4	2.167
373	6	2	2	NA	NA
373	6	2	3	NA	NA
373	6	2	4	4.333	1
373	6	2	5	4.333	1
373	6	2	6	4	1.5
373	6	2	7	4.333	1
373	6	2	8	4.667	1.5
373	6	2	9	3.667	1.833
373	6	2	10	4	1
374	6	2	11	4	1
374	6	2	12	4	1
374	6	2	13	4.667	1
374	6	2	14	NA	NA
374	6	2	15	4.333	1
374	6	2	16	4.333	1
374	6	2	17	4.333	1
374	6	2	18	4	1
374	6	2	19	4.667	1.5
374	6	2	20	4.333	1
374	6	2	21	4	1
374	6	2	22	4.333	1
374	6	2	23	3.333	1
374	6	2	24	4	1
374	6	2	25	4.333	1
374	6	2	26	4	1
374	6	2	27	NA	NA
374	6	2	28	NA	1.5
374	6	2	29	4	1
374	6	2	30	4.333	1
374	6	2	31	NA	NA
374	6	2	32	4	1
374	6	2	33	4	1
374	6	2	34	4.333	1
374	6	2	35	4	1
374	6	2	36	4	1
374	6	2	37	4	1
374	6	2	38	4	1
374	6	2	39	4	1
374	6	2	40	4.333	1
374	6	2	41	3.667	1
374	6	2	42	3	1
374	6	2	43	4.333	1
374	6	2	44	4	1
374	6	2	45	3.667	1
374	6	2	46	4	1.333
374	6	2	47	4.667	1
374	6	2	48	4.333	1
374	6	2	49	4	1
374	6	2	50	4.333	1
374	6	2	51	NA	NA
374	6	2	52	4	1
374	6	2	53	4	1
374	6	2	54	4.333	1
374	6	2	55	NA	NA
374	6	2	56	4.667	1.167
374	6	2	57	4	1
374	6	2	58	4	1
374	6	2	59	4	1
374	6	2	60	4	1
375	6	2	1	4	1
375	6	2	2	4	1
375	6	2	3	NA	NA
375	6	2	4	3	1
375	6	2	5	3.333	1
375	6	2	6	3	1
375	6	2	7	4	1
375	6	2	8	3	1
375	6	2	9	3	1.333
375	6	2	10	3	1
375	6	2	11	3	1
375	6	2	12	3	1
375	6	2	13	NA	NA
375	6	2	14	3	1
375	6	2	15	3.333	1
375	6	2	16	3	1
375	6	2	17	3	1
375	6	2	18	3	1.5
375	6	2	19	3.333	1
375	6	2	20	NA	NA
375	6	2	21	3	1
375	6	2	22	3	1
375	6	2	23	3	1
375	6	2	24	3.667	1
375	6	2	25	3.667	1
375	6	2	26	3	1
375	6	2	27	3	1
375	6	2	28	3	1.5
375	6	2	29	3	1
375	6	2	30	3	1
375	6	2	31	3	1
375	6	2	32	3	1
375	6	2	33	3	1
375	6	2	34	3	1
375	6	2	35	3	1.5
375	6	2	36	3	1
375	6	2	37	3	1
375	6	2	38	3	1
375	6	2	39	3	1
375	6	2	40	NA	NA
375	6	2	41	3	1
375	6	2	42	3	1
375	6	2	43	3	1
375	6	2	44	3	1
375	6	2	45	3	1
375	6	2	46	3	1
375	6	2	47	3	1
375	6	2	48	3.333	1
375	6	2	49	3	1.5
375	6	2	50	NA	NA
376	6	2	51	3	1
376	6	2	52	3	1
376	6	2	53	NA	NA
376	6	2	54	1	3
376	6	2	55	1	2
376	6	2	56	1	3
376	6	2	57	3	1.5
376	6	2	58	NA	NA
376	6	2	59	3	1
376	6	2	60	NA	NA
376	6	2	1	NA	NA
376	6	2	2	NA	NA
376	6	2	3	NA	NA
376	6	2	4	2.667	2
376	6	2	5	NA	NA
376	6	2	6	NA	NA
376	6	2	7	2.667	1.667
376	6	2	8	NA	NA
376	6	2	9	NA	NA
376	6	2	10	3.667	2.333
376	6	2	11	NA	NA
376	6	2	12	NA	NA
376	6	2	13	NA	NA
376	6	2	14	NA	NA
376	6	2	15	4	1.5
376	6	2	16	3.333	1.667
376	6	2	17	NA	NA
376	6	2	18	2.667	1.667
376	6	2	19	4	1.5
376	6	2	20	5	1.167
376	6	2	21	NA	NA
376	6	2	22	NA	NA
376	6	2	23	4	1.667
376	6	2	24	4.333	1.667
376	6	2	25	1	2
376	6	2	26	4.333	2
376	6	2	27	3.333	2
376	6	2	28	3	2.5
376	6	2	29	4	2.167
376	6	2	30	3	2.5
376	6	2	31	NA	NA
376	6	2	32	NA	NA
376	6	2	33	NA	NA
376	6	2	34	NA	NA
376	6	2	35	3	1
376	6	2	36	3.333	1.5
376	6	2	37	3.667	2.167
376	6	2	38	4	1.667
376	6	2	39	NA	NA
376	6	2	40	NA	NA
377	6	2	41	NA	NA
377	6	2	42	NA	NA
377	6	2	43	NA	NA
377	6	2	44	4	1.5
377	6	2	45	3.333	1.5
377	6	2	46	3.333	1.667
377	6	2	47	4	1.667
377	6	2	48	4	1.5
377	6	2	49	3.333	1.667
377	6	2	50	4	2.333
377	6	2	51	NA	NA
377	6	2	52	NA	NA
377	6	2	53	3.667	1.833
377	6	2	54	4	1.833
377	6	2	55	4	1.5
377	6	2	56	4	1.667
377	6	2	57	3.333	3
377	6	2	58	NA	NA
377	6	2	59	NA	NA
377	6	2	60	NA	NA
377	6	2	1	6	1.833
377	6	2	2	6	1
377	6	2	3	6	1
377	6	2	4	6	1
377	6	2	5	NA	NA
377	6	2	6	6	1
377	6	2	7	6	1
377	6	2	8	6	1
377	6	2	9	6	1
377	6	2	10	NA	NA
377	6	2	11	6	1
377	6	2	12	NA	NA
377	6	2	13	6	1
377	6	2	14	6	1
377	6	2	15	6	1
377	6	2	16	6	1
377	6	2	17	6	1
377	6	2	18	NA	NA
377	6	2	19	NA	NA
377	6	2	20	6	1
377	6	2	21	6	1
377	6	2	22	6	1
377	6	2	23	6	1
377	6	2	24	6	1
377	6	2	25	6	1
377	6	2	26	6	1
377	6	2	27	6	1
377	6	2	28	6	1
377	6	2	29	6	1
377	6	2	30	6	1
378	6	2	31	6	1
378	6	2	32	6	1
378	6	2	33	6	1
378	6	2	34	6	1
378	6	2	35	6	1
378	6	2	36	6	1
378	6	2	37	NA	NA
378	6	2	38	6	1
378	6	2	39	6	1
378	6	2	40	6	1
378	6	2	41	6	1
378	6	2	42	6	1
378	6	2	43	6	1
378	6	2	44	6	1
378	6	2	45	6	1
378	6	2	46	6	1
378	6	2	47	6	1
378	6	2	48	6	1
378	6	2	49	6	1
378	6	2	50	6	1
378	6	2	51	6	1
378	6	2	52	6	1.833
378	6	2	53	6	1
378	6	2	54	6	1
378	6	2	55	NA	NA
378	6	2	56	6	1
378	6	2	57	6	1
378	6	2	58	6	1
378	6	2	59	4.333	1
378	6	2	60	6	1
378	6	2	1	3.333	3.667
378	6	2	2	4.667	3
378	6	2	3	3.333	3.333
378	6	2	4	4.667	1.833
378	6	2	5	4	2.167
378	6	2	6	3.667	2.333
378	6	2	7	4	2.5
378	6	2	8	4.333	3
378	6	2	9	4	2.667
378	6	2	10	3.667	3.333
378	6	2	11	3.667	2
378	6	2	12	4	1.833
378	6	2	13	4	1.667
378	6	2	14	4	2
378	6	2	15	4	3
378	6	2	16	4	3
378	6	2	17	4	3.167
378	6	2	18	4	2.667
378	6	2	19	3	3.833
378	6	2	20	4	3.333
379	6	2	21	4.667	1.5
379	6	2	22	2.667	3.667
379	6	2	23	4.333	2.667
379	6	2	24	4.333	2.167
379	6	2	25	4	1.667
379	6	2	26	4.333	2
379	6	2	27	4.667	1.833
379	6	2	28	5	1.833
379	6	2	29	2	1.833
379	6	2	30	3.667	2
379	6	2	31	3.667	1.833
379	6	2	32	4.333	1.167
379	6	2	33	4.667	1.833
379	6	2	34	3.333	3.333
379	6	2	35	3.667	2.667
379	6	2	36	4	2.667
379	6	2	37	3	3.5
379	6	2	38	5	1
379	6	2	39	4	1.667
379	6	2	40	1	1.833
379	6	2	41	3	2.167
379	6	2	42	3.333	2
379	6	2	43	4.333	1.5
379	6	2	44	2	1.833
379	6	2	45	2.333	2.5
379	6	2	46	2.333	3
379	6	2	47	4	2.667
379	6	2	48	2	2.5
379	6	2	49	1.667	3
379	6	2	50	NA	NA
379	6	2	51	4	1.5
379	6	2	52	4	2.167
379	6	2	53	4	3.833
379	6	2	54	4	2.833
379	6	2	55	4	2.667
379	6	2	56	3.333	3.167
379	6	2	57	4	2.5
379	6	2	58	4.667	2.167
379	6	2	59	3.667	1.5
379	6	2	60	2.667	3
379	6	2	1	6.667	1
379	6	2	2	4.333	1
379	6	2	3	4.667	1.167
379	6	2	4	6	1.167
379	6	2	5	6	1
379	6	2	6	6	1
379	6	2	7	5.667	1
379	6	2	8	6	1
379	6	2	9	NA	NA
379	6	2	10	NA	NA
380	6	2	11	5.333	1.167
380	6	2	12	6	1
380	6	2	13	6	1.167
380	6	2	14	NA	NA
380	6	2	15	NA	NA
380	6	2	16	NA	NA
380	6	2	17	NA	NA
380	6	2	18	NA	NA
380	6	2	19	NA	NA
380	6	2	20	NA	NA
380	6	2	21	NA	NA
380	6	2	22	NA	NA
380	6	2	23	6	1.167
380	6	2	24	6	1
380	6	2	25	5.667	1
380	6	2	26	5.667	1.167
380	6	2	27	5.667	1
380	6	2	28	NA	NA
380	6	2	29	NA	NA
380	6	2	30	NA	NA
380	6	2	31	6	1
380	6	2	32	NA	NA
380	6	2	33	6	1
380	6	2	34	5.667	1
380	6	2	35	5.667	1
380	6	2	36	6	1
380	6	2	37	5.667	1
380	6	2	38	6	1
380	6	2	39	NA	NA
380	6	2	40	NA	NA
380	6	2	41	6	1
380	6	2	42	NA	NA
380	6	2	43	6	1
380	6	2	44	5.667	1
380	6	2	45	6	1
380	6	2	46	5.667	1
380	6	2	47	5.667	1
380	6	2	48	5.667	1
380	6	2	49	6	1
380	6	2	50	5.667	1
380	6	2	51	NA	NA
380	6	2	52	6	1.167
380	6	2	53	6	1
380	6	2	54	4.333	1
380	6	2	55	NA	NA
380	6	2	56	5.333	1
380	6	2	57	6	1
380	6	2	58	NA	NA
380	6	2	59	NA	NA
380	6	2	60	NA	NA
381	6	2	1	NA	NA
381	6	2	2	NA	NA
381	6	2	3	3.333	2.333
381	6	2	4	1	2.167
381	6	2	5	3	2.833
381	6	2	6	NA	NA
381	6	2	7	2.333	3.333
381	6	2	8	3.333	2
381	6	2	9	2	2
381	6	2	10	4.333	3
381	6	2	11	3	2.333
381	6	2	12	1	2.833
381	6	2	13	NA	NA
381	6	2	14	3	1.667
381	6	2	15	2.667	2
381	6	2	16	2.667	2.167
381	6	2	17	3	1.333
381	6	2	18	1.667	1.5
381	6	2	19	2.667	2.5
381	6	2	20	1	2.333
381	6	2	21	NA	NA
381	6	2	22	3.667	1.5
381	6	2	23	5	1.5
381	6	2	24	2.333	2.667
381	6	2	25	3	1.333
381	6	2	26	5	1
381	6	2	27	4	1
381	6	2	28	4.667	1
381	6	2	29	2	2.333
381	6	2	30	2.667	1.833
381	6	2	31	2.333	1.5
381	6	2	32	3	1.667
381	6	2	33	3.333	1.5
381	6	2	34	4.667	1
381	6	2	35	4.333	1
381	6	2	36	2	3.5
381	6	2	37	1	2.167
381	6	2	38	1.667	1.333
381	6	2	39	3.667	1
381	6	2	40	NA	NA
381	6	2	41	4.667	1.833
381	6	2	42	3.667	2.5
381	6	2	43	2.333	2.833
381	6	2	44	3.333	3.167
381	6	2	45	NA	NA
381	6	2	46	4	2
381	6	2	47	2.333	2.667
381	6	2	48	3	1.667
381	6	2	49	4.667	3.167
381	6	2	50	3.333	2
382	6	2	51	4.333	1
382	6	2	52	4	1
382	6	2	53	4.667	1.167
382	6	2	54	4.333	1.667
382	6	2	55	NA	NA
382	6	2	56	1	2
382	6	2	57	4.333	1.167
382	6	2	58	5.333	1
382	6	2	59	5.667	1
382	6	2	60	NA	NA
382	6	2	1	NA	NA
382	6	2	2	NA	NA
382	6	2	3	4.667	1
382	6	2	4	NA	NA
382	6	2	5	5.333	1
382	6	2	6	5.333	1
382	6	2	7	NA	NA
382	6	2	8	NA	NA
382	6	2	9	NA	NA
382	6	2	10	4	1
382	6	2	11	NA	NA
382	6	2	12	NA	NA
382	6	2	13	NA	NA
382	6	2	14	NA	NA
382	6	2	15	NA	NA
382	6	2	16	NA	NA
382	6	2	17	NA	NA
382	6	2	18	NA	NA
382	6	2	19	6.333	1
382	6	2	20	NA	NA
382	6	2	21	NA	NA
382	6	2	22	6.333	1
382	6	2	23	NA	NA
382	6	2	24	NA	NA
382	6	2	25	NA	NA
382	6	2	26	NA	NA
382	6	2	27	NA	NA
382	6	2	28	NA	NA
382	6	2	29	NA	NA
382	6	2	30	NA	NA
382	6	2	31	5	1
382	6	2	32	4	1.333
382	6	2	33	4.667	1
382	6	2	34	NA	NA
382	6	2	35	6.333	1
382	6	2	36	NA	NA
382	6	2	37	4.667	1
382	6	2	38	4	1
382	6	2	39	4	1
382	6	2	40	4	1
383	6	2	41	NA	NA
383	6	2	42	NA	NA
383	6	2	43	NA	NA
383	6	2	44	NA	NA
383	6	2	45	NA	NA
383	6	2	46	NA	NA
383	6	2	47	NA	NA
383	6	2	48	NA	NA
383	6	2	49	NA	NA
383	6	2	50	NA	NA
383	6	2	51	NA	NA
383	6	2	52	4	1
383	6	2	53	4	1
383	6	2	54	4	1
383	6	2	55	6	1
383	6	2	56	6	1
383	6	2	57	4.667	1
383	6	2	58	5	1
383	6	2	59	5.667	1
383	6	2	60	4	1
383	6	2	1	4	3.5
383	6	2	2	4	2.5
383	6	2	3	4	1.5
383	6	2	4	NA	NA
383	6	2	5	4	1.5
383	6	2	6	4	1.5
383	6	2	7	4	1.5
383	6	2	8	4	1.5
383	6	2	9	4	1.5
383	6	2	10	4	1.5
383	6	2	11	4	1.5
383	6	2	12	NA	NA
383	6	2	13	2	2.5
383	6	2	14	NA	NA
383	6	2	15	4	1.5
383	6	2	16	1	1.5
383	6	2	17	3	1
383	6	2	18	3	1
383	6	2	19	4	1
383	6	2	20	4	1
383	6	2	21	4	NA
383	6	2	22	4	1.5
383	6	2	23	4	2
383	6	2	24	4	1.5
383	6	2	25	4	2
383	6	2	26	4	1.5
383	6	2	27	1	2.5
383	6	2	28	1	1
383	6	2	29	4	1.167
383	6	2	30	3	1
384	6	2	31	4	1
384	6	2	32	4	1.167
384	6	2	33	4	1.5
384	6	2	34	4	1.333
384	6	2	35	NA	NA
384	6	2	36	3	1.167
384	6	2	37	4	1.333
384	6	2	38	3	1.167
384	6	2	39	NA	NA
384	6	2	40	NA	NA
384	6	2	41	3	1.333
384	6	2	42	4	1.167
384	6	2	43	4	1.167
384	6	2	44	NA	NA
384	6	2	45	4	1.333
384	6	2	46	4	1
384	6	2	47	4	1.333
384	6	2	48	NA	NA
384	6	2	49	1	1
384	6	2	50	4	1.5
384	6	2	51	4	1.333
384	6	2	52	4	1.333
384	6	2	53	4	1.333
384	6	2	54	4	1.333
384	6	2	55	4	1.167
384	6	2	56	3	1.333
384	6	2	57	4	1.333
384	6	2	58	NA	NA
384	6	2	59	4	1.333
384	6	2	60	4	1.167
384	6	2	1	NA	NA
384	6	2	2	4.667	1
384	6	2	3	5	1.333
384	6	2	4	4.667	1.167
384	6	2	5	5.333	1
384	6	2	6	4.667	1
384	6	2	7	5	1
384	6	2	8	5.333	1.167
384	6	2	9	5.333	1.167
384	6	2	10	3.333	3
384	6	2	11	NA	NA
384	6	2	12	NA	NA
384	6	2	13	5	1
384	6	2	14	5.333	1
384	6	2	15	4	1.5
384	6	2	16	4	1.167
384	6	2	17	NA	NA
384	6	2	18	5.667	1.167
384	6	2	19	NA	NA
384	6	2	20	NA	NA
385	6	2	21	NA	NA
385	6	2	22	NA	NA
385	6	2	23	5	1
385	6	2	24	4.667	1
385	6	2	25	5	1.167
385	6	2	26	5.333	1
385	6	2	27	NA	NA
385	6	2	28	NA	NA
385	6	2	29	NA	NA
385	6	2	30	NA	NA
385	6	2	31	4.667	1.333
385	6	2	32	4.667	1.167
385	6	2	33	4.667	1.167
385	6	2	34	4.667	1.167
385	6	2	35	5	1.5
385	6	2	36	5.333	1.167
385	6	2	37	4.667	1.167
385	6	2	38	4.667	1
385	6	2	39	5.667	1
385	6	2	40	NA	NA
385	6	2	41	NA	NA
385	6	2	42	5.333	1.167
385	6	2	43	4.667	1
385	6	2	44	4	1.333
385	6	2	45	4.667	1
385	6	2	46	4	2.167
385	6	2	47	5.667	1
385	6	2	48	5.667	1
385	6	2	49	5.667	1
385	6	2	50	NA	NA
385	6	2	51	NA	NA
385	6	2	52	NA	NA
385	6	2	53	5.667	1
385	6	2	54	5.667	1
385	6	2	55	5.333	1
385	6	2	56	5.667	1
385	6	2	57	5.333	1
385	6	2	58	5	1
385	6	2	59	NA	NA
385	6	2	60	NA	NA
385	6	2	1	4.667	1.167
385	6	2	2	2	3.667
385	6	2	3	3.667	1.667
385	6	2	4	4	2.5
385	6	2	5	1.333	3.167
385	6	2	6	4.667	3.333
385	6	2	7	4.667	2.833
385	6	2	8	4.667	4.167
385	6	2	9	2.333	4.833
385	6	2	10	4.333	2.667
386	6	2	11	3.667	1.833
386	6	2	12	NA	NA
386	6	2	13	NA	NA
386	6	2	14	NA	NA
386	6	2	15	NA	NA
386	6	2	16	NA	NA
386	6	2	17	NA	NA
386	6	2	18	4	2.667
386	6	2	19	5	2.167
386	6	2	20	2.333	1.833
386	6	2	21	4.333	1.5
386	6	2	22	3.333	2.833
386	6	2	23	4	2
386	6	2	24	2.667	3.333
386	6	2	25	5.333	2.5
386	6	2	26	3.333	2.333
386	6	2	27	2.333	2.5
386	6	2	28	1.667	2.167
386	6	2	29	2.667	1.5
386	6	2	30	4.667	2.333
386	6	2	31	NA	NA
386	6	2	32	3	2.667
386	6	2	33	3.333	2.833
386	6	2	34	4.667	3.667
386	6	2	35	4	1.333
386	6	2	36	4.667	1.5
386	6	2	37	3.333	1.333
386	6	2	38	4.333	1.833
386	6	2	39	NA	NA
386	6	2	40	3.333	2.167
386	6	2	41	NA	NA
386	6	2	42	NA	NA
386	6	2	43	4	1.167
386	6	2	44	3.333	2.167
386	6	2	45	NA	NA
386	6	2	46	4.333	2
386	6	2	47	4	2
386	6	2	48	3.333	2.667
386	6	2	49	3.333	3.667
386	6	2	50	2.333	3.333
386	6	2	51	NA	NA
386	6	2	52	3	2
386	6	2	53	3	2.667
386	6	2	54	3	2
386	6	2	55	4.333	3.167
386	6	2	56	4	1.333
386	6	2	57	4.333	2.5
386	6	2	58	2.667	2.667
386	6	2	59	5	1.667
386	6	2	60	5.333	2.167
387	6	2	1	NA	NA
387	6	2	2	NA	NA
387	6	2	3	4	2
387	6	2	4	1	3
387	6	2	5	NA	NA
387	6	2	6	5.667	1.833
387	6	2	7	6	2.833
387	6	2	8	7	4
387	6	2	9	6	1.833
387	6	2	10	6	2
387	6	2	11	NA	NA
387	6	2	12	NA	NA
387	6	2	13	NA	NA
387	6	2	14	NA	NA
387	6	2	15	2	4
387	6	2	16	1	4.5
387	6	2	17	2.667	4
387	6	2	18	1	4.5
387	6	2	19	1	4.667
387	6	2	20	1	1.833
387	6	2	21	NA	NA
387	6	2	22	1	3.833
387	6	2	23	NA	NA
387	6	2	24	1	6
387	6	2	25	NA	NA
387	6	2	26	2	4
387	6	2	27	1	6
387	6	2	28	2	3.833
387	6	2	29	1	3
387	6	2	30	1	6
387	6	2	31	NA	NA
387	6	2	32	NA	NA
387	6	2	33	NA	NA
387	6	2	34	NA	NA
387	6	2	35	1	5
387	6	2	36	NA	NA
387	6	2	37	NA	NA
387	6	2	38	NA	NA
387	6	2	39	NA	NA
387	6	2	40	NA	NA
387	6	2	41	NA	NA
387	6	2	42	NA	NA
387	6	2	43	NA	NA
387	6	2	44	NA	NA
387	6	2	45	NA	NA
387	6	2	46	NA	NA
387	6	2	47	NA	NA
387	6	2	48	NA	NA
387	6	2	49	NA	NA
387	6	2	50	NA	NA
388	6	2	51	NA	NA
388	6	2	52	NA	NA
388	6	2	53	NA	NA
388	6	2	54	NA	NA
388	6	2	55	NA	NA
388	6	2	56	NA	NA
388	6	2	57	NA	NA
388	6	2	58	NA	NA
388	6	2	59	NA	NA
388	6	2	60	NA	NA
388	6	2	1	5	3.333
388	6	2	2	5.333	1
388	6	2	3	NA	NA
388	6	2	4	4.667	2.5
388	6	2	5	5	1
388	6	2	6	5	1.833
388	6	2	7	4.333	2.833
388	6	2	8	5	1.5
388	6	2	9	4.333	1.5
388	6	2	10	3.667	2.167
388	6	2	11	5	1.833
388	6	2	12	5	1.667
388	6	2	13	4	2
388	6	2	14	4	2.5
388	6	2	15	5	2
388	6	2	16	4.333	2.167
388	6	2	17	4.667	2.167
388	6	2	18	2.333	2.333
388	6	2	19	5	1.333
388	6	2	20	4	1.333
388	6	2	21	4.667	1.333
388	6	2	22	5	1.5
388	6	2	23	4.333	2.167
388	6	2	24	3	2.167
388	6	2	25	2.667	3.167
388	6	2	26	4.333	1.667
388	6	2	27	5.333	2.333
388	6	2	28	3.333	2
388	6	2	29	2.667	2.333
388	6	2	30	4	2
388	6	2	31	3.667	2.167
388	6	2	32	3.667	2.333
388	6	2	33	4.333	2.167
388	6	2	34	4.667	2.333
388	6	2	35	4.333	1.833
388	6	2	36	NA	NA
388	6	2	37	4.333	2.167
388	6	2	38	4.333	1.833
388	6	2	39	4	2.167
388	6	2	40	NA	NA
389	6	2	41	4.667	1.333
389	6	2	42	NA	NA
389	6	2	43	5	1.667
389	6	2	44	3.667	2
389	6	2	45	3.667	2.167
389	6	2	46	4.667	2.5
389	6	2	47	4.333	1.833
389	6	2	48	NA	NA
389	6	2	49	NA	NA
389	6	2	50	4	2
389	6	2	51	4.667	1.667
389	6	2	52	4.333	1.667
389	6	2	53	5	1.333
389	6	2	54	5.333	1.667
389	6	2	55	4.333	1.333
389	6	2	56	5.333	1.833
389	6	2	57	5.667	1.5
389	6	2	58	NA	NA
389	6	2	59	4.667	1.5
389	6	2	60	4.667	1.5
389	6	2	1	5	1.333
389	6	2	2	NA	NA
389	6	2	3	NA	NA
389	6	2	4	4.333	1.333
389	6	2	5	3	3.833
389	6	2	6	4.667	1.333
389	6	2	7	5.333	1.667
389	6	2	8	4	2
389	6	2	9	4.667	1.5
389	6	2	10	NA	NA
389	6	2	11	5	1.667
389	6	2	12	NA	NA
389	6	2	13	NA	NA
389	6	2	14	NA	NA
389	6	2	15	3	4.5
389	6	2	16	3.667	3.833
389	6	2	17	5.667	2.5
389	6	2	18	4.667	2.5
389	6	2	19	4.667	3.667
389	6	2	20	5.333	2.667
389	6	2	21	5.333	2
389	6	2	22	5	2
